,Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor
1446,1446,AMD Athlon 64 2800+,CPU,2004-04-27,130.0,32.0,144.0,69.0,1800.0,Unknown,AMD
1447,1447,AMD Ryzen 7 3800XT,CPU,2020-07-07,7.0,105.0,74.0,3800.0,3800.0,TSMC,AMD
1448,1448,Intel Pentium 957,CPU,2011-06-19,32.0,17.0,131.0,504.0,1200.0,Intel,Intel
1449,1449,AMD Turion 64 MT-40,CPU,2005-08-08,90.0,25.0,125.0,114.0,2200.0,Unknown,AMD
1450,1450,Intel Xeon X5667,CPU,2010-03-16,32.0,95.0,239.0,1170.0,3066.0,Intel,Intel
1451,1451,Intel Celeron 807,CPU,2012-07-01,32.0,17.0,131.0,504.0,1500.0,Intel,Intel
1452,1452,AMD Phenom X4 9950 BE (125W),CPU,2008-10-01,65.0,125.0,285.0,450.0,2600.0,Unknown,AMD
1453,1453,AMD Athlon II X3 425e,CPU,2011-05-03,45.0,45.0,169.0,300.0,2700.0,Unknown,AMD
1454,1454,AMD Athlon XP-M 2400+,CPU,2001-01-01,130.0,45.0,101.0,63.0,1800.0,Unknown,AMD
1455,1455,Intel Xeon W3570,CPU,2009-03-30,45.0,130.0,263.0,731.0,3200.0,Intel,Intel
1456,1456,Intel Celeron E1400,CPU,2008-04-20,65.0,65.0,77.0,105.0,2000.0,Intel,Intel
1457,1457,Intel Xeon E5640,CPU,2010-03-16,32.0,80.0,239.0,1170.0,2666.0,Intel,Intel
1458,1458,AMD A4-3310MX,CPU,2011-06-14,32.0,35.0,228.0,1178.0,2100.0,Unknown,AMD
1459,1459,AMD Ryzen 3 4300U,CPU,2020-01-06,7.0,25.0,156.0,9800.0,2700.0,TSMC,AMD
1460,1460,Intel Core i7-7800X,CPU,2017-06-26,14.0,140.0,,,3500.0,Intel,Intel
1461,1461,Intel Celeron D 346,CPU,2004-10-01,90.0,73.0,109.0,125.0,3060.0,Intel,Intel
1462,1462,AMD Sempron 3000+ EE SFF,CPU,2006-05-23,90.0,35.0,103.0,81.0,1600.0,Unknown,AMD
1463,1463,Intel Core i7-10700KF,CPU,2020-04-30,14.0,125.0,,,3800.0,Intel,Intel
1464,1464,AMD Athlon 64 LE-1640B,CPU,2008-04-28,65.0,45.0,77.0,122.0,2700.0,Unknown,AMD
1465,1465,AMD Opteron 248,CPU,2004-05-18,130.0,89.0,193.0,106.0,2200.0,Unknown,AMD
1466,1466,Intel Pentium B950,CPU,2011-06-19,32.0,35.0,131.0,504.0,2100.0,Intel,Intel
1467,1467,AMD Athlon II X4 615e,CPU,2010-09-21,45.0,45.0,169.0,300.0,2500.0,Unknown,AMD
1468,1468,Intel Mobile Pentium 4 HT 2.80,CPU,2003-09-23,130.0,68.0,131.0,55.0,2800.0,Intel,Intel
1469,1469,Intel Core i7-640M,CPU,2010-09-01,32.0,35.0,81.0,384.0,2800.0,Intel,Intel
1470,1470,Intel Xeon X5677,CPU,2010-03-16,32.0,130.0,239.0,1170.0,3466.0,Intel,Intel
1471,1471,Intel Core i3-4370,CPU,2014-07-01,22.0,54.0,177.0,1400.0,3800.0,Intel,Intel
1472,1472,Intel Core i3-7360X,CPU,2017-10-03,14.0,112.0,,,4300.0,Intel,Intel
1473,1473,AMD Athlon XP 2200+,CPU,2001-01-01,130.0,63.0,80.0,37.0,1800.0,Unknown,AMD
1474,1474,AMD A6-9500,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3500.0,Unknown,AMD
1475,1475,AMD Athlon 64 FX-53,CPU,2004-03-18,130.0,89.0,193.0,105.0,2400.0,Unknown,AMD
1476,1476,AMD Ryzen 7 PRO 4750GE,CPU,2020-07-21,7.0,35.0,,,3100.0,TSMC,AMD
1477,1477,Intel Core i5-3317U,CPU,2012-06-01,22.0,17.0,118.0,,1700.0,Intel,Intel
1478,1478,Intel Core i5-4590S,CPU,2014-05-01,22.0,65.0,177.0,1400.0,2900.0,Intel,Intel
1479,1479,Intel Core i3-9100,CPU,2018-09-01,14.0,65.0,,,3700.0,Intel,Intel
1480,1480,AMD Athlon 64 3800+,CPU,2004-06-01,130.0,89.0,193.0,106.0,2400.0,Unknown,AMD
1481,1481,AMD Opteron 6272,CPU,2011-11-14,32.0,115.0,316.0,2400.0,2100.0,Unknown,AMD
1482,1482,Intel Core i7-5930K,CPU,2014-09-01,22.0,140.0,356.0,2600.0,3500.0,Intel,Intel
1483,1483,AMD Turion 64 ML-28,CPU,2005-06-22,90.0,32.0,125.0,114.0,1600.0,Unknown,AMD
1484,1484,Intel Core i3-4000M,CPU,2013-09-04,22.0,37.0,118.0,1400.0,2400.0,Intel,Intel
1485,1485,Intel Core i7-10850H,CPU,2020-04-02,14.0,45.0,,,2700.0,Intel,Intel
1486,1486,Intel Core i5-1030G4,CPU,2019-08-01,10.0,12.0,,,700.0,Intel,Intel
1487,1487,Intel Pentium 4-M 2.60,CPU,2003-06-11,130.0,35.0,131.0,55.0,2600.0,Intel,Intel
1488,1488,Intel Celeron 430,CPU,2007-06-03,65.0,35.0,77.0,105.0,1800.0,Intel,Intel
1489,1489,Intel Xeon Platinum 8360Y,CPU,2021-04-06,10.0,250.0,,,2400.0,Intel,Intel
1490,1490,Intel Core i5-3570S,CPU,2012-06-01,22.0,65.0,133.0,,3100.0,Intel,Intel
1491,1491,AMD Opteron 240,CPU,2003-08-05,130.0,82.0,193.0,106.0,1400.0,Unknown,AMD
1492,1492,Intel Core i7-2760QM,CPU,2011-09-04,32.0,45.0,216.0,1160.0,2400.0,Intel,Intel
1493,1493,Intel Xeon MP 3.16,CPU,2005-03-29,90.0,135.0,,,3167.0,Intel,Intel
1494,1494,Intel Pentium Dual-Core E2200,CPU,2007-12-02,65.0,65.0,77.0,105.0,2200.0,Intel,Intel
1495,1495,Intel Atom E625C,CPU,2010-11-22,45.0,3.0,26.0,47.0,600.0,Intel,Intel
1496,1496,Intel Celeron G1610T,CPU,2012-12-03,22.0,35.0,94.0,,2300.0,Intel,Intel
1497,1497,Intel Core i5-4330M,CPU,2013-09-01,22.0,37.0,118.0,1400.0,2800.0,Intel,Intel
1498,1498,Intel Core i5-7300HQ,CPU,2017-01-03,14.0,45.0,,,2500.0,Intel,Intel
1499,1499,Intel Celeron G1610,CPU,2012-12-03,22.0,55.0,94.0,,2600.0,Intel,Intel
1500,1500,Intel Mobile Pentium 4 HT 3.06,CPU,2003-09-23,130.0,70.0,131.0,55.0,3067.0,Intel,Intel
1501,1501,AMD A6-5357M,CPU,2013-06-01,32.0,35.0,246.0,1178.0,2900.0,Unknown,AMD
1502,1502,Intel Xeon L5518,CPU,2009-03-30,45.0,60.0,263.0,731.0,2133.0,Intel,Intel
1503,1503,Intel Xeon E5645,CPU,2010-03-16,32.0,80.0,239.0,1170.0,2400.0,Intel,Intel
1504,1504,AMD A6-9500E,CPU,2017-07-27,28.0,35.0,246.0,1178.0,3000.0,Unknown,AMD
1505,1505,Intel Core Duo ULV L2400,CPU,2006-09-03,65.0,9.0,90.0,151.0,1066.0,Intel,Intel
1506,1506,Intel Core Duo T2500,CPU,2006-01-05,65.0,31.0,90.0,151.0,1992.0,Intel,Intel
1507,1507,Intel Xeon E7-8890 v3,CPU,2015-06-01,22.0,165.0,160.0,1400.0,2500.0,Intel,Intel
1508,1508,AMD Athlon X2 QL-67,CPU,2008-12-01,65.0,35.0,,,2200.0,Unknown,AMD
1509,1509,Intel Pentium 4 2.60,CPU,2002-08-25,130.0,92.0,146.0,55.0,2600.0,Intel,Intel
1510,1510,Intel Xeon E3-1285 v6,CPU,2017-08-01,14.0,79.0,160.0,1400.0,4100.0,Intel,Intel
1511,1511,AMD Sempron 2400+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1667.0,Unknown,AMD
1512,1512,AMD Ryzen 7 1700,CPU,2017-03-02,14.0,65.0,192.0,4800.0,3000.0,GF,AMD
1513,1513,AMD Athlon 64 3000+,CPU,2004-04-27,130.0,32.0,144.0,69.0,1800.0,Unknown,AMD
1514,1514,Intel Core i7-3960X,CPU,2011-11-14,32.0,130.0,435.0,2270.0,3300.0,Intel,Intel
1515,1515,AMD Phenom II X6 1045T,CPU,2010-09-01,45.0,95.0,346.0,904.0,2700.0,Unknown,AMD
1516,1516,AMD A8-4500M,CPU,2012-05-15,32.0,35.0,246.0,1178.0,1900.0,Unknown,AMD
1517,1517,Intel Xeon E5-2660 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,2200.0,Intel,Intel
1518,1518,Intel Pentium 4 HT 3.00,CPU,2003-04-14,130.0,82.0,131.0,55.0,3000.0,Intel,Intel
1519,1519,AMD Athlon 64 FX-60,CPU,2006-01-09,90.0,110.0,199.0,233.0,2600.0,Unknown,AMD
1520,1520,Intel Core i5-11400T,CPU,2021-03-16,14.0,35.0,,,1300.0,Intel,Intel
1521,1521,AMD Athlon XP 3100+,CPU,2003-12-01,130.0,68.0,,63.0,2200.0,Unknown,AMD
1522,1522,AMD Sempron 3600+,CPU,2006-05-17,90.0,62.0,,69.0,2200.0,Unknown,AMD
1523,1523,Intel Core i5-10500,CPU,2020-04-30,14.0,65.0,,,3100.0,Intel,Intel
1524,1524,AMD Ryzen 3 PRO 1200,CPU,2017-06-29,14.0,65.0,192.0,4800.0,3100.0,GF,AMD
1525,1525,Intel Xeon Gold 6326,CPU,2021-04-06,10.0,185.0,,,2900.0,Intel,Intel
1526,1526,AMD EPYC Embedded 3251,CPU,2018-02-21,14.0,50.0,213.0,4800.0,2500.0,GF,AMD
1527,1527,Intel Xeon 3.6,CPU,2004-06-28,90.0,135.0,135.0,155.0,3600.0,Intel,Intel
1528,1528,Intel Atom Z2760,CPU,2012-09-27,32.0,3.0,65.0,140.0,1800.0,Intel,Intel
1529,1529,AMD Sempron 3400+,CPU,2006-05-17,90.0,25.0,,69.0,2000.0,Unknown,AMD
1530,1530,Intel Pentium G3258,CPU,2014-06-02,22.0,54.0,177.0,1400.0,3200.0,Intel,Intel
1531,1531,AMD Opteron 856,CPU,2006-04-01,90.0,92.0,,106.0,3000.0,Unknown,AMD
1532,1532,AMD A10-5745M,CPU,2013-06-01,32.0,25.0,246.0,1178.0,2100.0,Unknown,AMD
1533,1533,Intel Core i5-560M,CPU,2010-09-26,32.0,35.0,81.0,382.0,2667.0,Intel,Intel
1534,1534,Intel Pentium 4-M 2.20,CPU,2002-09-16,130.0,35.0,131.0,55.0,2200.0,Intel,Intel
1535,1535,Intel Core i5-430M,CPU,2010-01-07,32.0,35.0,81.0,382.0,2267.0,Intel,Intel
1536,1536,AMD Ryzen Threadripper 2920X,CPU,2018-10-03,12.0,180.0,213.0,19200.0,3500.0,GF,AMD
1537,1537,Intel Core i5-8650K,CPU,2018-09-01,14.0,95.0,,,3700.0,Intel,Intel
1538,1538,Intel Pentium 4 HT 540,CPU,2004-06-21,90.0,84.0,109.0,125.0,3200.0,Intel,Intel
1539,1539,Intel Core i7-8565U,CPU,2018-10-01,14.0,28.0,123.0,,1800.0,Intel,Intel
1540,1540,Intel Atom CE4100,CPU,2009-09-24,45.0,7.0,26.0,47.0,1200.0,Intel,Intel
1541,1541,Intel Core i9-7940X,CPU,2017-09-01,14.0,165.0,,,3100.0,Intel,Intel
1542,1542,Intel Pentium Gold G6600,CPU,2020-04-30,14.0,58.0,,,4200.0,Intel,Intel
1543,1543,Intel Core i9-9900KS,CPU,2019-10-28,14.0,127.0,180.0,,4000.0,Intel,Intel
1544,1544,Intel Atom Z3770,CPU,2013-09-27,22.0,8.0,,,1467.0,Intel,Intel
1545,1545,AMD Opteron X2 865 HE,CPU,2005-08-01,90.0,55.0,,233.0,1800.0,Unknown,AMD
1546,1546,Intel Core i7-980,CPU,2011-06-26,32.0,130.0,239.0,1170.0,3333.0,Intel,Intel
1547,1547,Intel Xeon Gold 6154,CPU,2017-07-11,14.0,200.0,,8000.0,3000.0,Intel,Intel
1548,1548,AMD Ryzen 3 2300X,CPU,2018-08-01,14.0,65.0,210.0,4950.0,3500.0,GF,AMD
1549,1549,Intel Pentium G3250,CPU,2014-07-21,22.0,54.0,177.0,1400.0,3200.0,Intel,Intel
1550,1550,Intel Atom Z500,CPU,2008-04-02,45.0,1.0,26.0,47.0,800.0,Intel,Intel
1551,1551,Intel Celeron E3300,CPU,2009-08-30,45.0,65.0,82.0,228.0,2500.0,Intel,Intel
1552,1552,AMD Athlon 64 X2 4800+,CPU,2006-05-23,90.0,89.0,220.0,154.0,2400.0,Unknown,AMD
1553,1553,AMD Athlon 64 3200+,CPU,2005-05-31,90.0,67.0,156.0,154.0,2000.0,Unknown,AMD
1554,1554,AMD A10-7890K,CPU,2016-01-11,28.0,95.0,246.0,1178.0,4000.0,Unknown,AMD
1555,1555,AMD A10-5757M,CPU,2013-06-01,32.0,35.0,246.0,1178.0,2500.0,Unknown,AMD
1556,1556,AMD Sempron X2 2100,CPU,2008-03-01,65.0,65.0,118.0,221.0,1800.0,Unknown,AMD
1557,1557,Intel Xeon MP 3.00,CPU,2005-03-29,90.0,135.0,,,3000.0,Intel,Intel
1558,1558,Intel Core i7-9850HL,CPU,NaT,14.0,25.0,149.0,,1900.0,Intel,Intel
1559,1559,Intel Core i7-860S,CPU,2010-01-07,45.0,82.0,296.0,774.0,2533.0,Intel,Intel
1560,1560,Intel Pentium 4 HT 3.40,CPU,2004-02-02,130.0,89.0,131.0,55.0,3400.0,Intel,Intel
1561,1561,Intel Celeron 2.60,CPU,2003-06-25,130.0,73.0,146.0,55.0,2600.0,Intel,Intel
1562,1562,AMD Athlon 64 3500+,CPU,2006-05-23,90.0,62.0,183.0,154.0,2200.0,Unknown,AMD
1563,1563,Intel Pentium 4 HT 630,CPU,2005-02-20,90.0,84.0,109.0,169.0,3000.0,Intel,Intel
1564,1564,Intel Celeron 445,CPU,2008-05-01,65.0,65.0,76.0,105.0,1866.0,Intel,Intel
1565,1565,AMD Turion X2 RM-70,CPU,2006-06-01,65.0,31.0,,,2000.0,Unknown,AMD
1566,1566,AMD Opteron 146 HE,CPU,2004-02-14,130.0,55.0,193.0,106.0,2000.0,Unknown,AMD
1567,1567,Intel Core i3-4160,CPU,2014-07-21,22.0,54.0,177.0,1400.0,3600.0,Intel,Intel
1568,1568,Intel Core i7-4790,CPU,2014-05-01,22.0,84.0,177.0,1400.0,3600.0,Intel,Intel
1569,1569,Intel Core i5-3330,CPU,2012-09-03,22.0,77.0,133.0,,3000.0,Intel,Intel
1570,1570,AMD Sempron 2500+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1750.0,Unknown,AMD
1571,1571,Intel Core i7-7700,CPU,2017-01-03,14.0,65.0,,,3600.0,Intel,Intel
1572,1572,Intel Core Duo T2700,CPU,2006-06-28,65.0,31.0,90.0,151.0,2333.0,Intel,Intel
1573,1573,Intel Core Solo ULV U1400,CPU,2006-04-19,65.0,5.0,90.0,151.0,1200.0,Intel,Intel
1574,1574,AMD Athlon 64 3500+,CPU,2004-06-01,130.0,89.0,144.0,69.0,2200.0,Unknown,AMD
1575,1575,AMD Ryzen 5 2400G,CPU,2018-02-12,14.0,65.0,210.0,4950.0,3600.0,GF,AMD
1576,1576,AMD Ryzen 3 3250U,CPU,2020-01-06,12.0,15.0,210.0,4940.0,2600.0,GF,AMD
1577,1577,AMD Athlon II X2 260u,CPU,2009-10-20,45.0,25.0,117.0,410.0,1800.0,Unknown,AMD
1578,1578,Intel Xeon Phi 7230F,CPU,2016-06-20,14.0,230.0,,8000.0,1300.0,Intel,Intel
1579,1579,Intel Xeon 2.8,CPU,2002-09-11,130.0,89.0,217.0,55.0,2790.0,Intel,Intel
1580,1580,Intel Pentium 4 HT 3.2E,CPU,2004-02-01,90.0,115.0,109.0,125.0,3200.0,Intel,Intel
1581,1581,AMD Athlon XP 2400+,CPU,2002-08-21,130.0,65.0,80.0,37.0,2000.0,Unknown,AMD
1582,1582,Intel Core 2 Duo E6320,CPU,2007-04-01,65.0,65.0,143.0,291.0,1860.0,Intel,Intel
1583,1583,AMD Phenom II X2 550 BE,CPU,2009-06-01,45.0,80.0,258.0,758.0,3100.0,Unknown,AMD
1584,1584,Intel Celeron G1850,CPU,2014-05-01,22.0,54.0,177.0,1400.0,2900.0,Intel,Intel
1585,1585,Intel Pentium G622,CPU,2011-05-22,32.0,65.0,131.0,504.0,2600.0,Intel,Intel
1586,1586,Intel Core i3-9000,CPU,2018-09-01,14.0,65.0,,,3700.0,Intel,Intel
1587,1587,AMD Athlon 64 FX-70,CPU,2006-11-30,90.0,125.0,235.0,227.0,2600.0,Unknown,AMD
1588,1588,Intel Atom 230,CPU,2008-06-03,45.0,4.0,96.0,47.0,1600.0,Intel,Intel
1589,1589,AMD Ryzen 5 3600,CPU,2019-07-07,7.0,65.0,74.0,3800.0,3600.0,TSMC,AMD
1590,1590,Intel Pentium 4 HT 2.60,CPU,2003-05-21,130.0,69.0,131.0,55.0,2600.0,Intel,Intel
1591,1591,AMD Ryzen 5 3580U,CPU,2019-10-22,12.0,15.0,210.0,4940.0,2100.0,GF,AMD
1592,1592,Intel Core i5-11500,CPU,2021-03-16,14.0,65.0,,,2700.0,Intel,Intel
1593,1593,Intel Core i7-8706G,CPU,2018-02-01,14.0,65.0,,,3100.0,Intel,Intel
1594,1594,Intel Core i7-4960HQ,CPU,2013-09-01,22.0,47.0,264.0,1400.0,2600.0,Intel,Intel
1595,1595,AMD Mobile Athlon 64 3000+,CPU,2004-08-01,130.0,35.0,193.0,106.0,2000.0,Unknown,AMD
1596,1596,Intel Pentium 4 1.5,CPU,2000-11-20,180.0,58.0,217.0,42.0,1500.0,Intel,Intel
1597,1597,AMD Ryzen Embedded V1202B,CPU,2018-02-21,14.0,15.0,210.0,4950.0,2300.0,GF,AMD
1598,1598,Intel Core i7-870S,CPU,2010-07-19,45.0,82.0,296.0,774.0,2666.0,Intel,Intel
1599,1599,Intel Xeon X5560,CPU,2009-03-30,45.0,95.0,263.0,731.0,2800.0,Intel,Intel
1600,1600,Intel Pentium 4 2.0,CPU,2001-08-27,180.0,72.0,217.0,42.0,2000.0,Intel,Intel
1601,1601,AMD Turion X2 Ultra ZM-80,CPU,2008-06-01,65.0,32.0,,,2100.0,Unknown,AMD
1602,1602,AMD Athlon 64 X2 4600+,CPU,2006-05-23,90.0,89.0,220.0,154.0,2400.0,Unknown,AMD
1603,1603,Intel Core 2 Extreme X6800,CPU,2006-07-27,65.0,75.0,143.0,291.0,2933.0,Intel,Intel
1604,1604,AMD Opteron X2 170,CPU,2005-08-02,90.0,110.0,,233.0,2000.0,Unknown,AMD
1605,1605,Intel Xeon 5040,CPU,2006-05-23,65.0,95.0,,,2830.0,Intel,Intel
1606,1606,Intel Xeon Phi 7250,CPU,2016-06-20,14.0,215.0,,8000.0,1400.0,Intel,Intel
1607,1607,Intel Xeon Gold 6328HL,CPU,2021-04-06,14.0,165.0,,,2800.0,Intel,Intel
1608,1608,Intel Celeron D 330,CPU,2004-06-24,90.0,84.0,109.0,125.0,2667.0,Intel,Intel
1609,1609,Intel Core M-5Y10,CPU,2014-09-05,14.0,5.0,50.0,,800.0,Intel,Intel
1610,1610,AMD Ryzen 5 4600GE,CPU,2020-07-21,7.0,35.0,,,3300.0,TSMC,AMD
1611,1611,Intel Core i7-1185G7,CPU,2020-09-02,10.0,28.0,,,3000.0,Intel,Intel
1612,1612,Intel Core i9-7900X,CPU,2017-06-26,14.0,140.0,,,3300.0,Intel,Intel
1613,1613,Intel Xeon 3.20,CPU,2004-02-01,130.0,97.0,237.0,286.0,3200.0,Intel,Intel
1614,1614,Intel Celeron 2950M,CPU,2013-09-01,22.0,37.0,118.0,1400.0,2000.0,Intel,Intel
1615,1615,Intel Core i9-10900,CPU,2020-04-30,14.0,65.0,,,2800.0,Intel,Intel
1616,1616,Intel Core M-5Y71,CPU,2014-10-27,14.0,5.0,50.0,,1200.0,Intel,Intel
1617,1617,Intel Xeon W-3175X,CPU,2018-12-19,14.0,255.0,,8000.0,3100.0,Intel,Intel
1618,1618,AMD Turion X2 Ultra ZM-85,CPU,2008-09-01,65.0,35.0,,,2300.0,Unknown,AMD
1619,1619,AMD Ryzen 3 2200G,CPU,2018-02-12,14.0,65.0,210.0,4950.0,3500.0,GF,AMD
1620,1620,AMD Phenom II X4 945 (95W),CPU,2009-07-22,45.0,95.0,258.0,758.0,3000.0,Unknown,AMD
1621,1621,AMD EPYC 7F52,CPU,2020-04-14,7.0,155.0,74.0,3800.0,3500.0,TSMC,AMD
1622,1622,Intel Mobile Pentium 4 HT 518,CPU,2004-06-01,90.0,88.0,112.0,125.0,2800.0,Intel,Intel
1623,1623,Intel Core i7-1065G7,CPU,2019-08-01,10.0,25.0,,,1300.0,Intel,Intel
1624,1624,AMD Athlon 64 2850e,CPU,2008-08-01,65.0,22.0,77.0,122.0,1800.0,Unknown,AMD
1625,1625,Intel Core i7-6700,CPU,2015-07-01,14.0,65.0,,,3400.0,Intel,Intel
1626,1626,AMD Athlon 64 X2 4800+,CPU,2006-12-05,65.0,65.0,126.0,154.0,2500.0,Unknown,AMD
1627,1627,Intel Xeon 5080,CPU,2006-05-23,65.0,130.0,,,3730.0,Intel,Intel
1628,1628,Intel Celeron G465,CPU,2012-09-01,32.0,35.0,131.0,504.0,1900.0,Intel,Intel
1629,1629,Intel Core i5-2405S,CPU,2011-05-22,32.0,65.0,216.0,1160.0,2500.0,Intel,Intel
1630,1630,Intel Pentium III 1000S,CPU,2001-06-01,130.0,30.0,80.0,44.0,1000.0,Intel,Intel
1631,1631,Intel Pentium B960,CPU,2011-10-02,32.0,35.0,131.0,504.0,2200.0,Intel,Intel
1632,1632,AMD Opteron 240,CPU,2004-05-18,130.0,82.0,193.0,106.0,1400.0,Unknown,AMD
1633,1633,AMD Athlon 64 X2 4200+ EE,CPU,2006-05-23,90.0,65.0,220.0,154.0,2200.0,Unknown,AMD
1634,1634,AMD Phenom II X6 1075T,CPU,2010-09-21,45.0,125.0,346.0,904.0,3000.0,Unknown,AMD
1635,1635,Intel Core 2 Quad Q6600 (95W),CPU,2007-07-23,65.0,95.0,143.0,582.0,2400.0,Intel,Intel
1636,1636,Intel Pentium Dual-Core T4300,CPU,2009-04-01,45.0,35.0,107.0,410.0,2100.0,Intel,Intel
1637,1637,Intel Core i5-7500,CPU,2017-01-03,14.0,65.0,,,3400.0,Intel,Intel
1638,1638,Intel Celeron G1830,CPU,2013-12-01,22.0,54.0,177.0,1400.0,2800.0,Intel,Intel
1639,1639,Intel Xeon 7130N,CPU,2006-08-27,65.0,150.0,435.0,1328.0,3166.0,Intel,Intel
1640,1640,Intel Xeon Phi 3120A,CPU,2013-06-17,22.0,300.0,350.0,5000.0,1100.0,Intel,Intel
1641,1641,Intel Core i3-4350,CPU,2014-05-01,22.0,54.0,177.0,1400.0,3600.0,Intel,Intel
1642,1642,AMD A10-6700,CPU,2013-06-01,32.0,65.0,246.0,1178.0,3700.0,Unknown,AMD
1643,1643,Intel Xeon MP 3.16,CPU,2005-03-29,90.0,135.0,,286.0,3167.0,Intel,Intel
1644,1644,Intel Core 2 Duo E7500,CPU,2009-01-10,45.0,65.0,82.0,228.0,2933.0,Intel,Intel
1645,1645,AMD A10-6700T,CPU,2013-09-16,32.0,45.0,246.0,1178.0,2500.0,Unknown,AMD
1646,1646,AMD Athlon XP 1800+,CPU,2001-10-09,180.0,66.0,150.0,37.0,1533.0,Unknown,AMD
1647,1647,Intel Xeon E5-2440 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,1900.0,Intel,Intel
1648,1648,AMD A9-9410 SoC,CPU,2016-05-31,28.0,25.0,124.0,1200.0,2900.0,Unknown,AMD
1649,1649,Intel Core i3-4130T,CPU,2013-09-01,22.0,35.0,177.0,1400.0,2900.0,Intel,Intel
1650,1650,Intel Core i5-4250U,CPU,2013-06-04,22.0,15.0,118.0,1400.0,1300.0,Intel,Intel
1651,1651,AMD Athlon II X2 240,CPU,2009-07-23,45.0,65.0,117.0,410.0,2800.0,Unknown,AMD
1652,1652,AMD Opteron 140,CPU,2004-05-18,130.0,82.0,193.0,106.0,1400.0,Unknown,AMD
1653,1653,Intel Xeon Gold 5318Y,CPU,2021-04-06,10.0,165.0,,,2100.0,Intel,Intel
1654,1654,Intel Celeron G3950,CPU,2017-01-03,14.0,51.0,,,3000.0,Intel,Intel
1655,1655,AMD A8-6500,CPU,2013-06-01,32.0,65.0,246.0,1178.0,3500.0,Unknown,AMD
1656,1656,Intel Pentium M 745,CPU,2004-05-10,90.0,21.0,84.0,140.0,1800.0,Intel,Intel
1657,1657,AMD Athlon 64 X2 4600+,CPU,2006-05-23,90.0,89.0,156.0,154.0,2400.0,Unknown,AMD
1658,1658,AMD Opteron 4376 HE,CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,Unknown,AMD
1659,1659,Intel Xeon E5-2640 v2,CPU,2013-09-01,22.0,95.0,160.0,1400.0,2000.0,Intel,Intel
1660,1660,AMD Ryzen 3 1200,CPU,2017-07-27,14.0,65.0,192.0,4800.0,3100.0,GF,AMD
1661,1661,AMD Phenom II X4 970 BE,CPU,2010-10-01,45.0,125.0,346.0,904.0,3500.0,Unknown,AMD
1662,1662,Intel Celeron N2820,CPU,2013-12-01,22.0,7.0,,,2170.0,Intel,Intel
1663,1663,Intel Pentium G4560T,CPU,2017-01-03,14.0,35.0,,,2900.0,Intel,Intel
1664,1664,Intel Xeon X5660,CPU,2010-03-16,32.0,95.0,239.0,1170.0,2800.0,Intel,Intel
1665,1665,AMD Opteron X2 165,CPU,2005-08-02,90.0,110.0,,233.0,1800.0,Unknown,AMD
1666,1666,Intel Core i3-3217UE,CPU,2012-08-01,22.0,17.0,118.0,,1600.0,Intel,Intel
1667,1667,AMD Sempron 2800+,CPU,2004-08-01,90.0,62.0,84.0,63.0,1600.0,Unknown,AMD
1668,1668,AMD Phenom II X2 B53,CPU,2009-10-01,45.0,80.0,258.0,758.0,2800.0,Unknown,AMD
1669,1669,AMD Athlon II X2 255,CPU,2010-01-25,45.0,65.0,117.0,410.0,3100.0,Unknown,AMD
1670,1670,Intel Core i3-5005U,CPU,2015-03-01,14.0,15.0,,,2000.0,Intel,Intel
1671,1671,Intel Pentium 4 HT 551,CPU,2005-06-12,90.0,115.0,109.0,125.0,3400.0,Intel,Intel
1672,1672,Intel Core i7-3517UE,CPU,2012-06-03,22.0,17.0,118.0,,1700.0,Intel,Intel
1673,1673,Intel Xeon E5502,CPU,2009-03-30,45.0,80.0,263.0,731.0,1866.0,Intel,Intel
1674,1674,Intel Celeron G555,CPU,2012-09-01,32.0,65.0,131.0,504.0,2700.0,Intel,Intel
1675,1675,AMD Athlon 64 3300+,CPU,2004-04-27,130.0,89.0,144.0,105.0,2400.0,Unknown,AMD
1676,1676,Intel Mobile Pentium 4 2.66,CPU,2003-06-11,130.0,66.0,131.0,55.0,2667.0,Intel,Intel
1677,1677,Intel Core i9-11900T,CPU,2021-03-16,14.0,35.0,,,1500.0,Intel,Intel
1678,1678,AMD Opteron 6276,CPU,2011-11-14,32.0,115.0,316.0,2400.0,2300.0,Unknown,AMD
1679,1679,AMD Opteron 6278,CPU,2012-05-01,32.0,115.0,316.0,2400.0,2400.0,Unknown,AMD
1680,1680,Intel Xeon E5-1620 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3700.0,Intel,Intel
1681,1681,AMD Phenom X4 9750 (95W),CPU,2008-03-27,65.0,95.0,285.0,450.0,2400.0,Unknown,AMD
1682,1682,AMD Mobile Athlon 64 2700+,CPU,2005-08-01,130.0,35.0,193.0,106.0,1600.0,Unknown,AMD
1683,1683,AMD Phenom X3 8600,CPU,2008-03-27,65.0,95.0,285.0,450.0,2300.0,Unknown,AMD
